id,packetid,bpm,mov,bat,temp,gsr
4,158,109,12,403,3293,173
0,43,137,7,403,2987,511
2,82,47,6,404,2725,510
1,280,90,13,404,3237,367
0,44,137,7,403,2968,503
4,159,112,15,403,3293,173
2,83,51,3,404,2725,511
1,281,90,10,404,3237,338
0,45,137,5,404,2956,506
4,160,127,8,403,3293,173
3,66,59,3,404,2650,511
1,282,90,10,404,3237,349
1,282,90,10,404,3237,349
0,46,78,1,404,2943,512
4,161,135,10,403,3293,173
3,67,59,2,404,2650,510
1,283,90,16,404,3237,346
5,1,0,507,80,2825,587
0,47,83,2,403,2931,504
4,162,138,8,403,3293,172
1,284,90,10,404,3243,346
5,2,0,15,145,2825,591
0,48,82,1,403,2918,507
4,163,127,9,403,3293,172
1,285,90,17,404,3243,342
5,3,0,13,196,2831,583
0,49,79,1,403,2912,506
4,164,131,14,403,3293,172
1,286,202,12,404,3243,346
5,4,0,8,238,2831,514
0,50,76,1,404,2906,513
4,165,113,6,403,3293,172
1,287,170,13,404,3243,345
5,5,0,11,271,2825,514
0,51,74,1,403,2900,514
4,166,111,8,403,3293,173
1,288,127,9,404,3243,346
5,6,0,9,297,2831,515
0,52,74,1,403,2887,508
4,167,127,5,403,3293,173
1,289,127,8,404,3243,339
5,7,109,16,318,2831,513
0,53,63,1,403,2881,508
4,168,129,6,402,3293,172
1,290,103,7,404,3243,340
5,8,100,10,335,2831,512
0,54,60,1,403,2875,507
4,169,129,4,402,3293,172
1,291,92,8,404,3243,342
5,9,92,12,349,2831,513
5,9,92,12,349,2831,513
5,9,92,12,349,2831,513
0,55,60,1,403,2868,504
4,170,140,7,402,3300,172
1,292,82,8,404,3243,340
5,10,83,18,360,2831,512
0,56,58,3,403,2868,519
4,171,126,8,403,3293,172
2,95,37,1,404,2731,510
1,293,73,8,404,3243,346
0,57,55,14,403,2862,523
4,172,129,13,402,3293,174
2,96,37,6,404,2731,511
2,96,37,6,404,2731,511
1,294,67,14,404,3250,358
0,58,52,37,403,2856,488
4,173,136,10,402,3300,174
2,97,37,4,404,2725,510
1,295,62,13,404,3250,345
4,174,124,6,402,3300,174
2,98,37,13,404,2731,511
1,296,62,14,404,3243,355
3,81,136,14,404,2656,514
4,175,116,9,402,3293,173
2,99,37,4,404,2725,510
1,297,62,11,404,3250,364
4,176,115,8,402,3300,174
1,298,150,15,404,3250,362
3,83,111,79,404,2656,512
4,177,115,8,402,3300,175
1,299,140,9,404,3250,371
4,178,111,8,402,3293,174
1,300,109,17,404,3250,369
4,179,129,11,402,3300,176
2,103,41,83,404,2725,509
1,301,109,11,404,3250,491
4,180,149,8,402,3300,175
2,104,47,49,404,2725,525
1,302,91,13,404,3250,491
4,181,150,11,402,3293,175
2,105,58,78,404,2731,523
1,303,89,8,404,3250,492
4,182,151,9,402,3300,175
1,304,91,10,404,3256,492
4,183,143,6,402,3300,174
1,305,85,14,404,3256,492
4,184,132,10,402,3300,174
1,306,82,18,404,3256,491
4,185,130,7,403,3300,173
1,307,82,13,404,3256,493
4,186,130,11,402,3300,172
4,186,130,11,402,3300,172
1,308,82,15,404,3256,492
4,187,138,39,402,3300,156
1,309,69,40,404,3256,518
4,188,145,35,402,3300,158
1,310,68,60,404,3256,516
4,189,122,33,402,3300,179
1,311,68,138,404,3237,509
4,190,106,30,403,3300,176
1,312,68,62,404,3225,510
4,191,100,18,402,3300,178
4,192,100,33,402,3300,181
4,193,78,29,403,3300,176
4,194,67,88,403,3300,181
4,195,62,29,402,3300,182
4,196,62,18,402,3300,182
4,197,62,17,403,3306,182
4,198,62,44,403,3306,179
4,199,130,51,403,3300,179
4,200,130,12,403,3306,182
4,201,130,29,403,3306,182
4,202,233,31,403,3306,175
